,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
546,562,1.39124e+18,2021-05-09,@shortsqzz @ddabas13 $onds extraordinarily risky. a company that makes $8m/year shouldn’t trade on financial markets for $200m. they have a decent amount of debt too. this may be worth more in a few years but i think you’ll find better returns with far less risk elsewhere like $fb $aapl $goog $amzn,en,[],"['onds', 'fb', 'aapl', 'goog', 'amzn']",False,0.0,0.0,1.0,"$GOOG","['@shortsqzz', '@ddabas13', '$onds', 'extraordinarily', 'risky.', 'company', 'make', '$8m/year', 'shouldn’t', 'trade', 'financial', 'market', '$200m.', 'decent', 'amount', 'debt', 'too.', 'may', 'worth', 'year', 'think', 'you’ll', 'find', 'better', 'return', 'far', 'le', 'risk', 'elsewhere', 'like', '$fb', '$aapl', '$goog', '$amzn']",positive
548,564,1.39122e+18,2021-05-09,"@kristalynquam @matthewmccall @shibainucoin in two years there will be a total of 137 billion $doge.   if you think it's hitting a market cap of 1.3 trillion($10) to 2.7 trillion($20) you're a genuine clown.   by your assertion, doge is worth more than:  $aapl $msft $goog $amzn   stop pumping your shitcoin, 🤡.",en,[],"['doge', 'aapl', 'msft', 'goog', 'amzn']",False,2.0,1.0,0.0,"$GOOG","['@kristalynquam', '@matthewmccall', '@shibainucoin', 'two', 'year', 'total', '137', 'billion', '$doge.', 'think', 'hitting', 'market', 'cap', '1.3', 'trillion($10)', '2.7', 'trillion($20)', 'genuine', 'clown.', 'assertion,', 'doge', 'worth', 'than:', '$aapl', '$msft', '$goog', '$amzn', 'stop', 'pumping', 'shitcoin,', '🤡.']",negative
550,566,1.3912e+18,2021-05-09,entertaining gen z could be a problem for hollywood  $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/iatmmuszjj,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,0.0,0.0,1.0,"$GOOG","['entertaining', 'gen', 'z', 'could', 'problem', 'hollywood', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/iatmmuszjj']",negative
553,569,1.39119e+18,2021-05-09,"$goog in +1.78% uptrend, rising for three consecutive days on may 7, 2021. view odds for this and other indicators:  https://t.co/i3lpncmulh #alphabet #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today  https://t.co/fbkhsac54l",en,"['alphabet', 'stockmarket', 'stock', 'technicalanalysis', 'money', 'trading', 'investing', 'daytrading', 'news', 'today']",['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', '+1.78%', 'uptrend,', 'rising', 'three', 'consecutive', 'day', 'may', '7,', '2021.', 'view', 'odds', 'indicators:', 'https://t.co/i3lpncmulh', '#alphabet', '#stockmarket', '#stock', '#technicalanalysis', '#money', '#trading', '#investing', '#daytrading', '#news', '#today', 'https://t.co/fbkhsac54l']",uncertainty
556,572,1.39116e+18,2021-05-08,$vz $apo $goog new article : verizon media heads into uncertain future under apollo's aegis  https://t.co/gb2mk6amje get all the latest $vz related news here :  https://t.co/ysdneaxzec,en,[],"['vz', 'apo', 'goog', 'vz']",False,1.0,0.0,0.0,"$GOOG","['$vz', '$apo', '$goog', 'new', 'article', 'verizon', 'medium', 'head', 'uncertain', 'future', ""apollo's"", 'aegis', 'https://t.co/gb2mk6amje', 'get', 'latest', '$vz', 'related', 'news', 'https://t.co/ysdneaxzec']",uncertainty
562,578,1.39111e+18,2021-05-08,weekend load zone scans! large/mega pullbacks - this is where you make your money! plotting supply/demand zones is all you need! stop chasing nhod runners then having the rug pulled out on you! $pins $sklz $clf $dkng $pton $sq $fb $spy $qqq $twtr $goog $aapl $roku $tsla,en,[],"['pins', 'sklz', 'clf', 'dkng', 'pton', 'sq', 'fb', 'spy', 'qqq', 'twtr', 'goog', 'aapl', 'roku', 'tsla']",False,0.0,0.0,3.0,"$GOOG","['weekend', 'load', 'zone', 'scans!', 'large/mega', 'pullback', 'make', 'money!', 'plotting', 'supply/demand', 'zone', 'need!', 'stop', 'chasing', 'nhod', 'runner', 'rug', 'pulled', 'you!', '$pins', '$sklz', '$clf', '$dkng', '$pton', '$sq', '$fb', '$spy', '$qqq', '$twtr', '$goog', '$aapl', '$roku', '$tsla']",negative
577,593,1.39106e+18,2021-05-08,how to protect kids’ ears from headphone-related hearing loss $aapl $goog  https://t.co/zswbbbw23s,en,[],"['aapl', 'goog']",False,0.0,0.0,0.0,"$GOOG","['protect', 'kids’', 'ear', 'headphone-related', 'hearing', 'loss', '$aapl', '$goog', 'https://t.co/zswbbbw23s']",negative
579,595,1.39106e+18,2021-05-08,could #knowledgegraph be the next big thing in #blockchain? this is hot thing for companies like $amzn $goog $fb .. you will not hear about this technology from crypto influencers yet but $trac is definately making a history and we will see this in price of trac soon.,en,"['knowledgegraph', 'blockchain']","['amzn', 'goog', 'fb', 'trac']",False,49.0,0.0,9.0,"$GOOG","['could', '#knowledgegraph', 'next', 'big', 'thing', '#blockchain?', 'hot', 'thing', 'company', 'like', '$amzn', '$goog', '$fb', '..', 'hear', 'technology', 'crypto', 'influencers', 'yet', '$trac', 'definately', 'making', 'history', 'see', 'price', 'trac', 'soon.']",uncertainty
582,598,1.39106e+18,2021-05-08,@betopke that implies they generate and capture ~2/3 the value $goog does... i think that’s hard to predict   the good news is they have a long runway ahead  biggest thing they need to demonstrate is strong advertiser roi.   pinterest likely looks very different that far in the future,en,[],['goog'],False,0.0,1.0,0.0,"$GOOG","['@betopke', 'implies', 'generate', 'capture', '~2/3', 'value', '$goog', 'does...', 'think', 'that’s', 'hard', 'predict', 'good', 'news', 'long', 'runway', 'ahead', 'biggest', 'thing', 'need', 'demonstrate', 'strong', 'advertiser', 'roi.', 'pinterest', 'likely', 'look', 'different', 'far', 'future']",positive
587,603,1.39105e+18,2021-05-08,"if sports content is king, sinclair's dtc model could be a home run  related tickers: $sbgi $goog $baly $dis $dish $googl read more at:  https://t.co/jvrmsy6zna",en,[],"['sbgi', 'goog', 'baly', 'dis', 'dish', 'googl']",False,0.0,0.0,0.0,"$GOOG","['sport', 'content', 'king,', ""sinclair's"", 'dtc', 'model', 'could', 'home', 'run', 'related', 'tickers:', '$sbgi', '$goog', '$baly', '$dis', '$dish', '$googl', 'read', 'at:', 'https://t.co/jvrmsy6zna']",uncertainty
597,613,1.39097e+18,2021-05-08,"@fmardini @smdiehl i'm not saying stock and crypto are the same. i'm saying this specific point applies to both (so if you think it's fine for stocks, it should be fine for crypto).   there are a lot of stocks that never paid dividends and probably never will (e.g. $goog).",en,[],['goog'],False,2.0,1.0,0.0,"$GOOG","['@fmardini', '@smdiehl', ""i'm"", 'saying', 'stock', 'crypto', 'same.', ""i'm"", 'saying', 'specific', 'point', 'applies', '(so', 'think', 'fine', 'stocks,', 'fine', 'crypto).', 'lot', 'stock', 'never', 'paid', 'dividend', 'probably', 'never', '(e.g.', '$goog).']",negative
600,616,1.39095e+18,2021-05-08,@fatbabyfunds $aapl can destroy $goog and $fb simply removing their apps from ios.,en,[],"['aapl', 'goog', 'fb']",False,1.0,1.0,0.0,"$GOOG","['@fatbabyfunds', '$aapl', 'destroy', '$goog', '$fb', 'simply', 'removing', 'apps', 'ios.']",negative
604,620,1.3909e+18,2021-05-08,"$aapl forward price to earnings (pe) ratio of 24.43 for a tech company seems very cheap, and $brk is at 24 as well. $goog is close at 25 $fb much cheaper at 20  $msft at 30 $nflx at 38 $amzn at 62 $tsla at 109  #faatman stocks",en,['faatman'],"['aapl', 'brk', 'goog', 'fb', 'msft', 'nflx', 'amzn', 'tsla']",False,6.0,0.0,3.0,"$GOOG","['$aapl', 'forward', 'price', 'earnings', '(pe)', 'ratio', '24.43', 'tech', 'company', 'seems', 'cheap,', '$brk', '24', 'well.', '$goog', 'close', '25', '$fb', 'much', 'cheaper', '20', '$msft', '30', '$nflx', '38', '$amzn', '62', '$tsla', '109', '#faatman', 'stock']",uncertainty
608,624,1.39087e+18,2021-05-08,$gpl the chart shows a recovery is in the making possibly reaching $1.16+! other investment ideas $riot $mara $coin $aapl $amzn $fb $goog $googl stock tip $gpl  https://t.co/uoruxbmjnp,en,[],"['gpl', 'riot', 'mara', 'coin', 'aapl', 'amzn', 'fb', 'goog', 'googl', 'gpl']",False,2.0,0.0,1.0,"$GOOG","['$gpl', 'chart', 'show', 'recovery', 'making', 'possibly', 'reaching', '$1.16+!', 'investment', 'idea', '$riot', '$mara', '$coin', '$aapl', '$amzn', '$fb', '$goog', '$googl', 'stock', 'tip', '$gpl', 'https://t.co/uoruxbmjnp']",uncertainty
612,628,1.39086e+18,2021-05-08,amc theatres’ pandemic losses still mount even amid summer optimism $viac $cmcsa $dis $nflx $aapl $t $sne $roku $amzn $disca $lgf $twtr $fox $fb $goog $snap $stx $mgm $quibi $prime $hulu $pluto $tubi $hbo $fb $baba $bidu $iq $twtr $fubo $ea $atvi $msft  https://t.co/f34jcytgaj,en,[],"['viac', 'cmcsa', 'dis', 'nflx', 'aapl', 't', 'sne', 'roku', 'amzn', 'disca', 'lgf', 'twtr', 'fox', 'fb', 'goog', 'snap', 'stx', 'mgm', 'quibi', 'prime', 'hulu', 'pluto', 'tubi', 'hbo', 'fb', 'baba', 'bidu', 'iq', 'twtr', 'fubo', 'ea', 'atvi', 'msft']",False,1.0,0.0,1.0,"$GOOG","['amc', 'theatres’', 'pandemic', 'loss', 'still', 'mount', 'even', 'amid', 'summer', 'optimism', '$viac', '$cmcsa', '$dis', '$nflx', '$aapl', '$t', '$sne', '$roku', '$amzn', '$disca', '$lgf', '$twtr', '$fox', '$fb', '$goog', '$snap', '$stx', '$mgm', '$quibi', '$prime', '$hulu', '$pluto', '$tubi', '$hbo', '$fb', '$baba', '$bidu', '$iq', '$twtr', '$fubo', '$ea', '$atvi', '$msft', 'https://t.co/f34jcytgaj']",negative
623,640,1.39085e+18,2021-05-08,@bigcforever not necessarily i think in smb. i may be wrong but $amzn $msft $goog have such complicated interfaces that smbs can't afford the cost of high end developers.,en,[],"['amzn', 'msft', 'goog']",False,1.0,1.0,0.0,"$GOOG","['@bigcforever', 'necessarily', 'think', 'smb.', 'may', 'wrong', '$amzn', '$msft', '$goog', 'complicated', 'interface', 'smbs', ""can't"", 'afford', 'cost', 'high', 'end', 'developers.']",negative
624,641,1.39085e+18,2021-05-08,"a lot of misleading takes about av1, accusing $goog of flexing monopoly power vs $roku. av1 decoding is very new. chromecast uses the amlogic s905d3. chip that supports av1 came a year later, s905x4. google chromecast would prob support av1 if chip was ready. not a monopoly move.",en,[],"['goog', 'roku']",False,0.0,0.0,0.0,"$GOOG","['lot', 'misleading', 'take', 'av1,', 'accusing', '$goog', 'flexing', 'monopoly', 'power', 'v', '$roku.', 'av1', 'decoding', 'new.', 'chromecast', 'us', 'amlogic', 's905d3.', 'chip', 'support', 'av1', 'came', 'year', 'later,', 's905x4.', 'google', 'chromecast', 'would', 'prob', 'support', 'av1', 'chip', 'ready.', 'monopoly', 'move.']",negative
626,643,1.39084e+18,2021-05-08,"$googl $goog's behavior versus $roku is that of a bully. if it doesn't get an unfair advantage that others don't have, it adds youtube tv to youtube.🤮 it demands av1 from @roku, while its own chromecast doesn't support it, just to be able to undercut roku on price.  roku💪:  https://t.co/4xeqmwdtlr",en,[],"['googl', 'goog', 'roku']",False,36.0,3.0,1.0,"$GOOG","['$googl', ""$goog's"", 'behavior', 'versus', '$roku', 'bully.', 'get', 'unfair', 'advantage', 'others', 'have,', 'add', 'youtube', 'tv', 'youtube.🤮', 'demand', 'av1', '@roku,', 'chromecast', 'support', 'it,', 'able', 'undercut', 'roku', 'price.', 'roku💪:', 'https://t.co/4xeqmwdtlr']",negative
631,648,1.39083e+18,2021-05-08,5 stocks to hold when you’re old 🚀 1. $goog 2. $amzn 3. $msft 4. $dis 5. $aapl,en,[],"['goog', 'amzn', 'msft', 'dis', 'aapl']",False,1.0,0.0,0.0,"$GOOG","['5', 'stock', 'hold', 'you’re', 'old', '🚀', '1.', '$goog', '2.', '$amzn', '3.', '$msft', '4.', '$dis', '5.', '$aapl']",uncertainty
632,649,1.39082e+18,2021-05-08,$mo 49.5s .13 --&gt; .25 went to .50 (!!) $ttd 580 puts 5.8 --&gt; 4.05 (very dumb trade by me but cut it out soon. room knows.) $roku 335s 3.5 --&gt; 4.8 $mo 50s .06--&gt;.09 $mo 50s .03 --&gt; .04 $goog 2420s 3.1 --&gt; 0 (roll up),en,[],"['mo', 'ttd', 'roku', 'mo', 'mo', 'goog']",False,5.0,3.0,0.0,"$GOOG","['$mo', '49.5s', '.13', '--&gt;', '.25', 'went', '.50', '(!!)', '$ttd', '580', 'put', '5.8', '--&gt;', '4.05', '(very', 'dumb', 'trade', 'cut', 'soon.', 'room', 'knows.)', '$roku', '335s', '3.5', '--&gt;', '4.8', '$mo', '50', '.06--&gt;.09', '$mo', '50', '.03', '--&gt;', '.04', '$goog', '2420s', '3.1', '--&gt;', '0', '(roll', 'up)']",positive
638,655,1.39081e+18,2021-05-07,"$goog insider hennessy john l has sold 70 shares. title :director total cost: $168,400.65 buy/sell  : sell  try insider forms mobile app from app store, get realtime notifications and more   https://t.co/xhvr7yrldk",en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'insider', 'hennessy', 'john', 'l', 'sold', '70', 'shares.', 'title', ':director', 'total', 'cost:', '$168,400.65', 'buy/sell', 'sell', 'try', 'insider', 'form', 'mobile', 'app', 'app', 'store,', 'get', 'realtime', 'notification', 'https://t.co/xhvr7yrldk']",negative
640,657,1.3908e+18,2021-05-07,"$goog insider o'toole amie thuener has sold 18 shares. title :vp  chief accounting officer total cost: $43,200.0 buy/sell  : sell  try insider forms mobile app from app store, get realtime notifications and more   https://t.co/xhvr7yrldk",en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'insider', ""o'toole"", 'amie', 'thuener', 'sold', '18', 'shares.', 'title', ':vp', 'chief', 'accounting', 'officer', 'total', 'cost:', '$43,200.0', 'buy/sell', 'sell', 'try', 'insider', 'form', 'mobile', 'app', 'app', 'store,', 'get', 'realtime', 'notification', 'https://t.co/xhvr7yrldk']",negative
643,661,1.3908e+18,2021-05-07,very negative sentiment for google with significant activity on social media. $goog  https://t.co/5jjbybk4nq,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['negative', 'sentiment', 'google', 'significant', 'activity', 'social', 'media.', '$goog', 'https://t.co/5jjbybk4nq']",negative
655,673,1.39078e+18,2021-05-07,"@clutchbp @johnscharts @pawan1234o @sommerize @vijaybhallamcc @data168 @investinthyself i know. $fb did not act healthy today. technically. zuckerberg selling shares every day doesn’t help. i like it fundamentally, like $amzn &amp; $goog it has a lot of growth ahead of it, compared to say $aapl $msft or $nflx. maybe today was just consolidation. still holding calls.",en,[],"['fb', 'amzn', 'goog', 'aapl', 'msft', 'nflx']",False,1.0,0.0,1.0,"$GOOG","['@clutchbp', '@johnscharts', '@pawan1234o', '@sommerize', '@vijaybhallamcc', '@data168', '@investinthyself', 'know.', '$fb', 'act', 'healthy', 'today.', 'technically.', 'zuckerberg', 'selling', 'share', 'every', 'day', 'doesn’t', 'help.', 'like', 'fundamentally,', 'like', '$amzn', '&amp;', '$goog', 'lot', 'growth', 'ahead', 'it,', 'compared', 'say', '$aapl', '$msft', '$nflx.', 'maybe', 'today', 'consolidation.', 'still', 'holding', 'calls.']",uncertainty
660,678,1.39077e+18,2021-05-07,"friday's top flow in #technology sector, buy flow &amp; sell flow $goog $crm $stx $fisv $qcom $intc $amat $txn $ibm $altr $acn $fb $orcl $ea $payx $csco $nvda $msft $t $ebay #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/nzzq3w13kk",en,"['technology', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['goog', 'crm', 'stx', 'fisv', 'qcom', 'intc', 'amat', 'txn', 'ibm', 'altr', 'acn', 'fb', 'orcl', 'ea', 'payx', 'csco', 'nvda', 'msft', 't', 'ebay']",False,0.0,0.0,1.0,"$GOOG","[""friday's"", 'top', 'flow', '#technology', 'sector,', 'buy', 'flow', '&amp;', 'sell', 'flow', '$goog', '$crm', '$stx', '$fisv', '$qcom', '$intc', '$amat', '$txn', '$ibm', '$altr', '$acn', '$fb', '$orcl', '$ea', '$payx', '$csco', '$nvda', '$msft', '$t', '$ebay', '#stock', '#stocks', '#stockmarket', '#investment', '#investing', 'https://t.co/5je2nlrw3b', 'https://t.co/nzzq3w13kk']",positive
665,683,1.39076e+18,2021-05-07,"@hedgeyecomm if you're not advertising on $goog you're out, biggest monopoly out there",en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['@hedgeyecomm', 'advertising', '$goog', 'out,', 'biggest', 'monopoly']",negative
668,686,1.39075e+18,2021-05-07,"in a statement on google adding youtube tv to the youtube app, roku calls google an ""unchecked monopolist bent on crushing fair competition and harming consumer choice.""  they have not yet removed the app however.   https://t.co/fdfs2nl7vz  $goog $roku",en,[],"['goog', 'roku']",False,0.0,1.0,2.0,"$GOOG","['statement', 'google', 'adding', 'youtube', 'tv', 'youtube', 'app,', 'roku', 'call', 'google', '""unchecked', 'monopolist', 'bent', 'crushing', 'fair', 'competition', 'harming', 'consumer', 'choice.""', 'yet', 'removed', 'app', 'however.', 'https://t.co/fdfs2nl7vz', '$goog', '$roku']",negative
670,688,1.39075e+18,2021-05-07,$goog has gotta be pissed the failures of chromecast are now hurting the sacred cash cow of youtube    https://t.co/bmhxbpfxmt,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['$goog', 'gotta', 'pissed', 'failure', 'chromecast', 'hurting', 'sacred', 'cash', 'cow', 'youtube', 'https://t.co/bmhxbpfxmt']",negative
676,695,1.39074e+18,2021-05-07,"for those negative on $fb / $goog, what do you find attractive in the current environment? #devilsadvocate",en,['devilsadvocate'],"['fb', 'goog']",False,6.0,3.0,1.0,"$GOOG","['negative', '$fb', '$goog,', 'find', 'attractive', 'current', 'environment?', '#devilsadvocate']",positive
683,702,1.39073e+18,2021-05-07,"$goog $googl new article : as roku dispute continues, youtube adds “go to” feature in main app as tv workaround  https://t.co/jvcmkhbbwg get all the latest $goog related news here :  https://t.co/cboanl2bcm  https://t.co/1mfwmnwt4y",en,[],"['goog', 'googl', 'goog']",False,0.0,0.0,0.0,"$GOOG","['$goog', '$googl', 'new', 'article', 'roku', 'dispute', 'continues,', 'youtube', 'add', '“go', 'to”', 'feature', 'main', 'app', 'tv', 'workaround', 'https://t.co/jvcmkhbbwg', 'get', 'latest', '$goog', 'related', 'news', 'https://t.co/cboanl2bcm', 'https://t.co/1mfwmnwt4y']",negative
686,705,1.39073e+18,2021-05-07,youtube tv sets up workaround as dispute with roku continues $goog  https://t.co/zibbl8j68m,en,[],['goog'],False,0.0,0.0,0.0,"$GOOG","['youtube', 'tv', 'set', 'workaround', 'dispute', 'roku', 'continues', '$goog', 'https://t.co/zibbl8j68m']",negative
689,708,1.39072e+18,2021-05-07,@breaking911 she will be on the board of a tech company.  quick cashout. $fb $amzn $goog probably keish lance bottoms too.,en,[],"['fb', 'amzn', 'goog']",False,12.0,0.0,1.0,"$GOOG","['@breaking911', 'board', 'tech', 'company.', 'quick', 'cashout.', '$fb', '$amzn', '$goog', 'probably', 'keish', 'lance', 'bottom', 'too.']",uncertainty
695,714,1.39072e+18,2021-05-07,there's tons happening in the #faang space abt antitrust...in tx a judge is hearing arguments for $goog trial. also the $aapl epic games issue...  want to get into this and more? listen to this week's #magicmarkets as @financeghost and i get into it:  https://t.co/sys01gawyi,en,"['faang', 'magicmarkets']","['goog', 'aapl']",False,0.0,0.0,0.0,"$GOOG","[""there's"", 'ton', 'happening', '#faang', 'space', 'abt', 'antitrust...in', 'tx', 'judge', 'hearing', 'argument', '$goog', 'trial.', 'also', '$aapl', 'epic', 'game', 'issue...', 'want', 'get', 'more?', 'listen', ""week's"", '#magicmarkets', '@financeghost', 'get', 'it:', 'https://t.co/sys01gawyi']",negative
